uptime;angle;pulse_us;done
39402030;125;1888;0
39431225;55;1111;0
39441227;125;1888;0
39461312;129;1933;0
39471543;55;1111;0
39481736;125;1888;0
39491327;89;1488;0
39501322;129;1933;0
39532180;51;1066;0
39541215;129;1933;0
39551219;125;1888;0
39561225;129;1933;0
39581237;51;1066;0
39591618;129;1933;0
39622258;55;1111;0
39631211;125;1888;0
39651227;55;1111;0
39661209;118;1811;0
39671230;125;1888;0
39692544;55;1111;0
39701237;125;1888;0
39721219;121;1844;0
39761205;59;1155;0
39771302;125;1888;0
39781243;55;1111;0
39791204;116;1788;0
39801628;125;1888;0
39822044;55;1111;0
39831230;125;1888;0
39881388;129;1933;0
39891245;55;1111;0
39901221;125;1888;0
39921220;121;1844;0
39931458;59;1155;0
39941234;121;1844;0
40062520;125;1888;0
40071385;55;1111;0
40081347;125;1888;0
40111211;129;1933;0
40121428;125;1888;0
40141260;55;1111;0
40151220;129;1933;0
40161240;51;1066;0
40171808;129;1933;0
40231209;126;1900;0
40241239;129;1933;0
40251261;125;1888;0
40301210;51;1066;0
40311218;129;1933;0
40342032;51;1066;0
40351222;129;1933;0
40371209;125;1888;0
40401323;129;1933;0
40411359;55;1111;0
40421313;125;1888;0
40461202;129;1933;0
40481612;51;1066;0
40491219;120;1833;0
40501235;125;1888;0
40522023;55;1111;0
40531222;125;1888;0
40571352;59;1155;0
40581734;121;1844;0
40591328;125;1888;0
40612180;55;1111;0
40621204;123;1866;0
40661226;112;1744;0
40671215;122;1855;0
40681252;125;1888;0
40731396;55;1111;0
40741207;124;1877;0
40751229;125;1888;0
40821224;55;1111;0
40831411;125;1888;0
40861316;55;1111;0
40871307;125;1888;0
40881564;129;1933;0
40901356;73;1311;0
40911325;125;1888;0
40921334;55;1111;0
40931528;125;1888;0
40951326;121;1844;0
40982211;59;1155;0
40991216;121;1844;0
41021218;125;1888;0
41031264;121;1844;0
41052225;59;1155;0
41162290;121;1844;0
41192216;107;1688;0
41201250;121;1844;0
41221397;74;1322;0
41231231;121;1844;0
41241229;125;1888;0
41262467;111;1733;0
41271434;125;1888;0
41291217;55;1111;0
41301214;125;1888;0
41311244;55;1111;0
41321427;125;1888;0
41341337;129;1933;0
41351332;125;1888;0
41401211;55;1111;0
41411206;125;1888;0
41442083;55;1111;0
41451225;125;1888;0
41461216;129;1933;0
41471252;125;1888;0
41512236;55;1111;0
41521212;125;1888;0
41551223;121;1844;0
41561225;55;1111;0
41571203;125;1888;0
41581249;74;1322;0
41591700;129;1933;0
41601365;125;1888;0
41622028;55;1111;0
41631208;125;1888;0
41671238;55;1111;0
41681237;129;1933;0
41691230;127;1911;0
41701654;129;1933;0
41711239;51;1066;0
41721209;125;1888;0
41771218;129;1933;0
41781249;55;1111;0
41791219;125;1888;0
41801226;55;1111;0
41811509;59;1155;0
41821241;55;1111;0
41841990;125;1888;0
41851221;51;1066;0
41881472;55;1111;0
41891367;125;1888;0
41901312;55;1111;0
41941213;125;1888;0
41951201;51;1066;0
41982234;129;1933;0
41991227;55;1111;0
42021577;59;1155;0
42031348;121;1844;0
42041327;68;1255;0
42051341;59;1155;0
42072130;88;1477;0
42081231;55;1111;0
42101228;51;1066;0
42292151;125;1888;0
42301241;55;1111;0
42361328;125;1888;0
42371800;62;1188;0
42381347;55;1111;0
42431215;125;1888;0
42441204;76;1344;0
42451238;55;1111;0
42461211;74;1322;0
42471829;55;1111;0
42481244;57;1133;0
42491235;51;1066;0
42512245;125;1888;0
42521411;60;1166;0
42541219;55;1111;0
42581532;125;1888;0
42591222;55;1111;0
42621534;125;1888;0
42631323;55;1111;0
42641320;129;1933;0
42651326;57;1133;0
42661346;51;1066;0
42681653;129;1933;0
42691307;62;1188;0
42701353;51;1066;0
42722212;55;1111;0
42751227;125;1888;0
42761212;56;1122;0
42771214;113;1755;0
42781242;63;1200;0
42791504;55;1111;0
42812202;125;1888;0
42821216;68;1255;0
42841214;55;1111;0
42861226;125;1888;0
42871316;51;1066;0
42881237;129;1933;0
42891553;55;1111;0
42941217;59;1155;0
42951241;121;1844;0
42961218;64;1211;0
42971235;121;1844;0
42981231;80;1388;0
42991247;59;1155;0
43001628;62;1188;0
43011339;95;1555;0
43021326;75;1333;0
43031351;55;1111;0
43061215;51;1066;0
43101238;129;1933;0
43111510;51;1066;0
43121220;129;1933;0
43131410;74;1322;0
43141263;51;1066;0
43162016;129;1933;0
43171242;64;1211;0
43191205;51;1066;0
43211537;90;1500;0
43221213;47;1022;0
43231431;133;1977;0
43241230;47;1022;0
43251237;104;1655;0
43261206;54;1100;0
43367775;51;1066;0
43392193;129;1933;0
43401245;80;1388;0
43421401;51;1066;0
43441243;112;1744;0
43451233;51;1066;0
43461236;129;1933;0
43471718;56;1122;0
43481249;51;1066;0
43491323;62;1188;0
43501353;55;1111;0
43522268;125;1888;0
43531198;55;1111;0
43551324;125;1888;0
43561353;56;1122;0
43571740;124;1877;0
43581342;64;1211;0
43591368;55;1111;0
43601347;51;1066;0
43611339;125;1888;0
43621348;75;1333;0
43631361;55;1111;0
43652171;125;1888;0
43661230;55;1111;0
43681626;93;1533;0
43691206;55;1111;0
43701232;125;1888;0
43711226;76;1344;0
43721247;55;1111;0
43731398;64;1211;0
43741259;55;1111;0
43751319;59;1155;0
43761355;64;1211;0
43771470;55;1111;0
43801163;59;1155;0
43811228;125;1888;0
43821205;55;1111;0
43832197;125;1888;0
43841218;55;1111;0
43851214;59;1155;0
43871290;55;1111;0
43881301;125;1888;0
43891615;55;1111;0
43921972;125;1888;0
43931190;55;1111;0
43941370;51;1066;0
43972273;129;1933;0
43981212;51;1066;0
44021996;129;1933;0
44031195;56;1122;0
44051197;129;1933;0
44061186;72;1300;0
44071209;51;1066;0
44081216;52;1077;0
44094061;51;1066;0
44101242;55;1111;0
44171207;121;1844;0
44181221;59;1155;0
44191217;55;1111;0
44221193;51;1066;0
44241293;129;1933;0
44251302;56;1122;0
44261313;51;1066;0
44271280;55;1111;0
44281319;129;1933;0
44291294;51;1066;0
44302366;129;1933;0
44311188;51;1066;0
44331178;129;1933;0
44341195;63;1200;0
44351217;51;1066;0
44471543;55;1111;0
44492194;125;1888;0
44501225;51;1066;0
44521405;129;1933;0
44531197;57;1133;0
44541203;114;1766;0
44551209;64;1211;0
44561208;51;1066;0
44582052;129;1933;0
44591213;63;1200;0
44611183;86;1455;0
44621418;66;1233;0
44631222;55;1111;0
44652165;125;1888;0
44661212;56;1122;0
44671816;51;1066;0
44702005;64;1211;0
44711208;51;1066;0
44731196;83;1422;0
44741198;51;1066;0
44772639;133;1977;0
44781225;47;1022;0
44841218;129;1933;0
44851211;60;1166;0
44861216;51;1066;0
44871318;55;1111;0
44891299;51;1066;0
44902066;129;1933;0
44911206;51;1066;0
44931185;129;1933;0
44941202;51;1066;0
44992150;63;1200;0
45001203;51;1066;0
45021199;129;1933;0
45031375;51;1066;0
45112142;129;1933;0
45121195;51;1066;0
45141177;129;1933;0
