uptime;angle;pulse_us;done
15731832;69;1266;0
15742559;55;1111;0
15751808;68;1255;0
15762709;84;1433;0
15771818;70;1277;0
15782522;76;1344;0
15791804;69;1266;0
15802527;56;1122;0
15811999;69;1266;0
15822841;51;1066;0
15831813;68;1255;0
15842613;111;1733;0
15851925;71;1288;0
15862930;50;1055;0
15871812;67;1244;0
15892771;58;1144;0
15901854;66;1233;0
15912709;67;1244;0
15921817;66;1233;0
15932784;79;1377;0
15941825;67;1244;0
15952522;94;1544;0
15961985;70;1277;0
15972526;54;1100;0
15981829;69;1266;0
16012773;55;1111;0
16021818;66;1233;0
16032791;50;1055;0
16041818;65;1222;0
16052530;76;1344;0
16062113;66;1233;0
16072540;83;1422;0
16081822;67;1244;0
16092527;63;1200;0
16101813;67;1244;0
16112700;53;1088;0
16121814;66;1233;0
16132805;68;1255;0
16141855;66;1233;0
16152547;63;1200;0
16161973;66;1233;0
16172516;115;1777;0
16181807;71;1288;0
16192490;50;1055;0
16201812;65;1222;0
16212699;98;1588;0
16221837;69;1266;0
16232512;62;1188;0
16242113;68;1255;0
16252512;49;1044;0
16310948;64;1211;0
16321922;68;1255;0
16331819;65;1222;0
16342884;117;1800;0
16351820;70;1277;0
16362826;50;1055;0
16371934;66;1233;0
16391914;94;1544;0
16401929;68;1255;0
16412128;51;1066;0
16421928;68;1255;0
16431957;80;1388;0
16441949;68;1255;0
16452204;58;1144;0
16462104;67;1244;0
16471925;74;1322;0
16481926;68;1255;0
16491925;107;1688;0
16501928;71;1288;0
16512233;50;1055;0
16521912;69;1266;0
16531944;63;1200;0
16541922;68;1255;0
16572758;70;1277;0
16581927;68;1255;0
16592665;55;1111;0
16601946;67;1244;0
16612801;104;1655;0
16621831;71;1288;0
16632532;50;1055;0
16641810;65;1222;0
16652776;86;1455;0
16661995;67;1244;0
16672579;100;1611;0
16681815;70;1277;0
16692515;81;1400;0
16701809;71;1288;0
16712806;53;1088;0
16721818;69;1266;0
16742606;50;1055;0
16751920;64;1211;0
16763128;115;1777;0
16771848;69;1266;0
16782493;50;1055;0
16791831;66;1233;0
16802523;63;1200;0
16812002;66;1233;0
16822530;113;1755;0
16831830;69;1266;0
16842539;76;1344;0
16851818;72;1300;0
16862692;50;1055;0
16872083;65;1222;0
16882505;67;1244;0
16891811;66;1233;0
16902494;129;1933;0
16912100;71;1288;0
16922539;50;1055;0
16931824;67;1244;0
16942487;50;1055;0
16951818;64;1211;0
16962698;104;1655;0
16972683;135;2000;0
17022596;122;1855;0
17031933;135;2000;0
17062780;120;1833;0
17072198;135;2000;0
17202619;131;1955;0
17212127;135;2000;0
17222626;133;1977;0
17231943;135;2000;0
17262814;125;1888;0
17271805;135;2000;0
17302498;120;1833;0
17361438;135;2000;0
17371947;79;1377;0
17381817;135;2000;0
17393103;104;1655;0
17401832;135;2000;0
17412849;123;1866;0
17421941;135;2000;0
17462784;121;1844;0
17471835;135;2000;0
17482493;106;1677;0
17491802;134;1988;0
17502916;133;1977;0
17512018;134;1988;0
17522625;105;1666;0
17531932;131;1955;0
17542607;132;1966;0
17551929;131;1955;0
17562908;116;1788;0
17571804;129;1933;0
17582557;123;1866;0
17591840;129;1933;0
17602494;131;1955;0
17612430;129;1933;0
17622552;105;1666;0
17631817;127;1911;0
17642503;135;2000;0
17651797;128;1922;0
17662760;135;2000;0
17671805;131;1955;0
17682490;96;1566;0
17691820;127;1911;0
17702509;122;1855;0
17711986;126;1900;0
17722879;123;1866;0
17731827;126;1900;0
17742550;119;1822;0
17751811;125;1888;0
17762788;106;1677;0
17771817;123;1866;0
17792771;135;2000;0
17801814;127;1911;0
17812721;116;1788;0
17821824;125;1888;0
17832921;133;1977;0
17841802;127;1911;0
17852628;117;1800;0
17862134;125;1888;0
17872625;87;1466;0
17881911;121;1844;0
17892632;135;2000;0
17901915;128;1922;0
17912819;74;1322;0
17921819;122;1855;0
17932526;135;2000;0
17942205;126;1900;0
17952496;123;1866;0
17962085;127;1911;0
17972511;89;1488;0
17981828;123;1866;0
17992534;115;1777;0
18001805;122;1855;0
18012710;135;2000;0
18021828;123;1866;0
18032501;130;1944;0
18041799;124;1877;0
