uptime;angle;pulse_us;done
16392410;96;1566;0
16402373;122;1855;0
16412617;135;2000;0
16422367;124;1877;0
16432461;110;1722;0
16442389;122;1855;0
16452724;132;1966;0
16462549;123;1866;0
16472400;116;1788;0
16482354;122;1855;0
16492401;83;1422;0
16502367;119;1822;0
16512758;135;2000;0
16522356;121;1844;0
16532416;127;1911;0
16542374;122;1855;0
16573325;120;1833;0
16582373;122;1855;0
16593143;135;2000;0
16602413;123;1866;0
16613281;86;1455;0
16622255;119;1822;0
16633011;135;2000;0
16642249;125;1888;0
16653257;104;1655;0
16662436;123;1866;0
16673065;90;1500;0
16682283;120;1833;0
16692999;109;1711;0
16702249;119;1822;0
16713284;135;2000;0
16722272;119;1822;0
16743085;135;2000;0
16752364;126;1900;0
16763689;75;1333;0
16772283;121;1844;0
16782968;135;2000;0
16792303;124;1877;0
16802992;127;1911;0
16812446;124;1877;0
16823022;75;1333;0
16832271;119;1822;0
16843029;116;1788;0
16852258;120;1833;0
16863196;135;2000;0
16872532;125;1888;0
16892258;126;1900;0
16902982;61;1177;0
16912550;119;1822;0
16923017;135;2000;0
16932257;123;1866;0
16942956;135;2000;0
16952269;126;1900;0
16963157;86;1455;0
16973093;50;1055;0
17023195;68;1255;0
17032378;50;1055;0
17063293;70;1277;0
17072653;50;1055;0
17102641;51;1066;0
17122621;52;1077;0
17131919;51;1066;0
17142621;55;1111;0
17151941;50;1055;0
17203221;59;1155;0
17212600;50;1055;0
17223122;59;1155;0
17232389;51;1066;0
17242648;53;1088;0
17251942;50;1055;0
17263302;67;1244;0
17272241;51;1066;0
17303081;72;1300;0
17361938;51;1066;0
17372421;113;1755;0
17382275;51;1066;0
17393608;86;1455;0
17402268;53;1088;0
17413350;71;1288;0
17422385;57;1133;0
17442635;50;1055;0
17451923;52;1077;0
17463268;71;1288;0
17472281;55;1111;0
17482946;86;1455;0
17492239;58;1144;0
17503450;59;1155;0
17512495;58;1144;0
17523130;87;1466;0
17532373;61;1177;0
17543071;60;1166;0
17552380;61;1177;0
17563389;74;1322;0
17572235;61;1177;0
17583027;69;1266;0
17592301;63;1200;0
17602983;61;1177;0
17612885;63;1200;0
17623028;87;1466;0
17632260;65;1222;0
17642992;52;1077;0
17652230;64;1211;0
17663248;51;1066;0
17672247;61;1177;0
17682979;94;1544;0
17692268;63;1200;0
17702990;68;1255;0
17712434;64;1211;0
17723360;67;1244;0
17732255;64;1211;0
17743042;71;1288;0
17752254;65;1222;0
17763299;84;1433;0
17772241;67;1244;0
17793282;51;1066;0
17802252;65;1222;0
17813192;74;1322;0
17822268;65;1222;0
17833461;59;1155;0
17842232;65;1222;0
17853109;73;1311;0
17862588;65;1222;0
17873096;103;1644;0
17882354;69;1266;0
17893122;51;1066;0
17902362;64;1211;0
17913330;118;1811;0
17922258;70;1277;0
17933008;50;1055;0
17942662;64;1211;0
17952971;69;1266;0
17962530;65;1222;0
17972975;103;1644;0
17982266;69;1266;0
17993029;75;1333;0
18002260;68;1255;0
18013212;50;1055;0
18022281;67;1244;0
18032973;60;1166;0
18042243;66;1233;0
18053377;65;1222;0
18062474;67;1244;0
18073027;51;1066;0
18082260;65;1222;0
18092978;103;1644;0
18102260;68;1255;0
18113193;50;1055;0
18122254;64;1211;0
18132967;112;1744;0
18142263;69;1266;0
18153453;49;1044;0
18162558;65;1222;0
18173160;118;1811;0
18182373;71;1288;0
18193081;50;1055;0
