@20260609_104635_238_accel_adxl375.csv@uptime;ax;ay;az
@20260609_104635_238_accel_adxl375.csv@726300769;0.0;0.0;0.011
@20260609_104635_238_accel_adxl375.csv@726350863;0.0;0.0;-0.025
@20260609_104635_238_accel_adxl375.csv@726400920;0.0;0.0;-0.029
@20260609_104635_238_accel_adxl375.csv@726450826;0.0;0.0;-0.045
@20260609_104635_238_accel_adxl375.csv@726493797;0.0;0.0;0.035
@20260609_104635_238_accel_adxl375.csv@726540756;0.0;0.0;-0.01
@20260609_104635_238_accel_adxl375.csv@726584723;0.0;0.0;0.04
@20260609_104635_238_accel_adxl375.csv@726630879;0.0;0.0;-0.048
@20260609_104635_238_accel_adxl375.csv@726680732;0.0;0.0;-0.037
@20260609_104635_238_accel_adxl375.csv@726730912;0.0;0.0;-0.023
@20260609_104635_238_accel_adxl375.csv@726780728;0.0;0.0;-0.034
@20260609_104635_238_accel_adxl375.csv@726830877;0.0;0.0;-0.016
@20260609_104635_238_accel_adxl375.csv@726880729;0.0;0.0;0.014
@20260609_104635_238_accel_adxl375.csv@726923506;0.0;0.0;-0.004
@20260609_104635_238_accel_adxl375.csv@726970824;0.0;0.0;-0.029
@20260609_104635_238_accel_adxl375.csv@727020740;0.0;0.0;-0.033
@20260609_104635_238_accel_adxl375.csv@727070869;0.0;0.0;-0.017
@20260609_104635_238_accel_adxl375.csv@727120727;0.0;0.0;0.031
@20260609_104635_238_accel_adxl375.csv@727170880;0.0;0.0;0.042
@20260609_104635_238_accel_adxl375.csv@727220733;0.0;0.0;-0.026
@20260609_104635_238_accel_adxl375.csv@727270887;0.0;0.0;0.045
@20260609_104635_238_accel_adxl375.csv@727320737;0.0;0.0;0.037
@20260609_104635_238_accel_adxl375.csv@727370896;0.0;0.0;-0.026
@20260609_104635_238_accel_adxl375.csv@727420755;0.0;0.0;0.038
@20260609_104635_238_accel_adxl375.csv@727471027;0.0;0.0;-0.046
@20260609_104635_238_accel_adxl375.csv@727520759;0.0;0.0;-0.038
@20260609_104635_238_accel_adxl375.csv@727563896;0.0;0.0;-0.005
@20260609_104635_238_accel_adxl375.csv@727611056;0.0;0.0;-0.034
@20260609_104635_238_accel_adxl375.csv@727660746;0.0;0.0;-0.048
@20260609_104635_238_accel_adxl375.csv@727710907;0.0;0.0;-0.022
@20260609_104635_238_accel_adxl375.csv@727760764;0.0;0.0;0.05
@20260609_104635_238_accel_adxl375.csv@727810880;0.0;0.0;0.008
@20260609_104635_238_accel_adxl375.csv@727860738;0.0;0.0;-0.006
@20260609_104635_238_accel_adxl375.csv@727910910;0.0;0.0;0.023
@20260609_104635_238_accel_adxl375.csv@727960749;0.0;0.0;-0.038
@20260609_104635_238_accel_adxl375.csv@728010868;0.0;0.0;0.037
@20260609_104635_238_accel_adxl375.csv@728060762;0.0;0.0;-0.014
@20260609_104635_238_accel_adxl375.csv@728111013;0.0;0.0;0.021
@20260609_104635_238_accel_adxl375.csv@728160726;0.0;0.0;-0.015
@20260609_104635_238_accel_adxl375.csv@728208343;0.0;0.0;1.016
@20260609_104635_238_accel_adxl375.csv@728250960;0.0;0.0;0.996
@20260609_104635_238_accel_adxl375.csv@728300830;0.0;0.0;1.075
@20260609_104635_238_accel_adxl375.csv@728351040;0.0;0.0;1.093
@20260609_104635_238_accel_adxl375.csv@728400836;0.0;0.0;1.07
@20260609_104635_238_accel_adxl375.csv@728451023;0.0;0.0;1.061
@20260609_104635_238_accel_adxl375.csv@728500817;0.0;0.0;1.085
@20260609_104635_238_accel_adxl375.csv@728554432;0.0;0.0;0.964
@20260609_104635_238_accel_adxl375.csv@728600905;0.0;0.0;0.999
@20260609_104635_238_accel_adxl375.csv@728651113;0.0;0.0;1.012
@20260609_104635_238_accel_adxl375.csv@728700845;0.0;0.0;1.073
@20260609_104635_238_accel_adxl375.csv@728744678;0.0;0.0;0.984
@20260609_104635_238_accel_adxl375.csv@728790959;0.0;0.0;1.079
@20260609_104635_238_accel_adxl375.csv@728840832;0.0;0.0;0.976
@20260609_104635_238_accel_adxl375.csv@728891030;0.0;0.0;1.013
@20260609_104635_238_accel_adxl375.csv@728940818;0.0;0.0;1.05
@20260609_104635_238_accel_adxl375.csv@728991018;0.0;0.0;1.007
@20260609_104635_238_accel_adxl375.csv@729040804;0.0;0.0;1.021
@20260609_104635_238_accel_adxl375.csv@729091001;0.0;0.0;1.125
@20260609_104635_238_accel_adxl375.csv@729140810;0.0;0.0;1.127
@20260609_104635_238_accel_adxl375.csv@729191031;0.0;0.0;1.086
@20260609_104635_238_accel_adxl375.csv@729240788;0.0;0.0;1.109
@20260609_104635_238_accel_adxl375.csv@729291023;0.0;0.0;0.959
@20260609_104635_238_accel_adxl375.csv@729340822;0.0;0.0;0.946
@20260609_104635_238_accel_adxl375.csv@729391012;0.0;0.0;1.041
@20260609_104635_238_accel_adxl375.csv@729440823;0.0;0.0;1.118
@20260609_104635_238_accel_adxl375.csv@729491000;0.0;0.0;0.94
@20260609_104635_238_accel_adxl375.csv@729540827;0.0;0.0;1.079
@20260609_104635_238_accel_adxl375.csv@729590997;0.0;0.0;1.112
@20260609_104635_238_accel_adxl375.csv@729657416;0.0;0.0;1.113
@20260609_104635_238_accel_adxl375.csv@729701010;0.0;0.0;1.099
@20260609_104635_238_accel_adxl375.csv@729750954;0.0;0.0;1.053
@20260609_104635_238_accel_adxl375.csv@729800906;0.0;0.0;0.955
@20260609_104635_238_accel_adxl375.csv@729850927;0.0;0.0;1.105
@20260609_104635_238_accel_adxl375.csv@729894187;0.0;0.0;0.969
@20260609_104635_238_accel_adxl375.csv@729940835;0.0;0.0;0.965
@20260609_104635_238_accel_adxl375.csv@729990978;0.0;0.0;1.078
@20260609_104635_238_accel_adxl375.csv@730040924;0.0;0.0;1.024
@20260609_104635_238_accel_adxl375.csv@730090987;0.0;0.0;1.003
@20260609_104635_238_accel_adxl375.csv@730140881;0.0;0.0;1.066
@20260609_104635_238_accel_adxl375.csv@730190963;0.0;0.0;1.109
@20260609_104635_238_accel_adxl375.csv@730240908;0.0;0.0;1.084
@20260609_104635_238_accel_adxl375.csv@730290958;0.0;0.0;1.067
@20260609_104635_238_accel_adxl375.csv@730340876;0.0;0.0;1.007
@20260609_104635_238_accel_adxl375.csv@730390977;0.0;0.0;0.969
@20260609_104635_238_accel_adxl375.csv@730440864;0.0;0.0;1.073
@20260609_104635_238_accel_adxl375.csv@730490958;0.0;0.0;1.025
@20260609_104635_238_accel_adxl375.csv@730540976;0.0;0.0;0.963
@20260609_104635_238_accel_adxl375.csv@730590959;0.0;0.0;0.953
@20260609_104635_238_accel_adxl375.csv@730634433;0.0;0.0;0.968
@20260609_104635_238_accel_adxl375.csv@730687076;0.0;0.0;0.999
@20260609_104635_238_accel_adxl375.csv@730730997;0.0;0.0;0.988
@20260609_104635_238_accel_adxl375.csv@730780874;0.0;0.0;0.974
@20260609_104635_238_accel_adxl375.csv@730830959;0.0;0.0;0.935
@20260609_104635_238_accel_adxl375.csv@730880856;0.0;0.0;0.928
@20260609_104635_238_accel_adxl375.csv@730930981;0.0;0.0;0.987
@20260609_104635_238_accel_adxl375.csv@730980869;0.0;0.0;0.994
@20260609_104635_238_accel_adxl375.csv@731030955;0.0;0.0;1.12
@20260609_104635_238_accel_adxl375.csv@731080867;0.0;0.0;0.99
@20260609_104635_238_accel_adxl375.csv@731130976;0.0;0.0;1.065
@20260609_104635_238_accel_adxl375.csv@731180972;0.0;0.0;1.108
@20260609_104635_238_accel_adxl375.csv@731230954;0.0;0.0;0.977
@20260609_104635_238_accel_adxl375.csv@731274452;0.0;0.0;1.004
@20260609_104635_238_accel_adxl375.csv@731320845;0.0;0.0;1.039
@20260609_104635_238_accel_adxl375.csv@731370989;0.0;0.0;1.112
@20260609_104635_238_accel_adxl375.csv@731420866;0.0;0.0;1.105
@20260609_104635_238_accel_adxl375.csv@731470968;0.0;0.0;0.946
@20260609_104635_238_accel_adxl375.csv@731520872;0.0;0.0;0.943
@20260609_104635_238_accel_adxl375.csv@731570974;0.0;0.0;1.132
@20260609_104635_238_accel_adxl375.csv@731620869;0.0;0.0;1.024
@20260609_104635_238_accel_adxl375.csv@731670948;0.0;0.0;1.031
@20260609_104635_238_accel_adxl375.csv@731720121;0.0;0.0;1.07
@20260609_104635_238_accel_adxl375.csv@731770985;0.0;0.0;0.986
@20260609_104635_238_accel_adxl375.csv@731820883;0.0;0.0;1.032
@20260609_104635_238_accel_adxl375.csv@731871011;0.0;0.0;1.033
@20260609_104635_238_accel_adxl375.csv@731913904;0.0;0.0;0.965
@20260609_104635_238_accel_adxl375.csv@731960838;0.0;0.0;1.005
@20260609_104635_238_accel_adxl375.csv@732010942;0.0;0.0;0.948
@20260609_104635_238_accel_adxl375.csv@732060848;0.0;0.0;0.97
@20260609_104635_238_accel_adxl375.csv@732110966;0.0;0.0;1.079
@20260609_104635_238_accel_adxl375.csv@732160824;0.0;0.0;1.014
@20260609_104635_238_accel_adxl375.csv@732210953;0.0;0.0;1.016
@20260609_104635_238_accel_adxl375.csv@732260841;0.0;0.0;0.956
@20260609_104635_238_accel_adxl375.csv@732310944;0.0;0.0;1.133
@20260609_104635_238_accel_adxl375.csv@732360855;0.0;0.0;1.006
@20260609_104635_238_accel_adxl375.csv@732410949;0.0;0.0;1.012
@20260609_104635_238_accel_adxl375.csv@732460964;0.0;0.0;1.044
@20260609_104635_238_accel_adxl375.csv@732510965;0.0;0.0;1.0
@20260609_104635_238_accel_adxl375.csv@732554103;0.0;0.0;0.994
@20260609_104635_238_accel_adxl375.csv@732600811;0.0;0.0;0.989
@20260609_104635_238_accel_adxl375.csv@732650956;0.0;0.0;1.143
@20260609_104635_238_accel_adxl375.csv@732700835;0.0;0.0;0.971
@20260609_104635_238_accel_adxl375.csv@732747905;0.0;0.0;1.034
@20260609_104635_238_accel_adxl375.csv@732790965;0.0;0.0;0.951
@20260609_104635_238_accel_adxl375.csv@732840800;0.0;0.0;1.062
@20260609_104635_238_accel_adxl375.csv@732890992;0.0;0.0;1.139
@20260609_104635_238_accel_adxl375.csv@732940812;0.0;0.0;0.999
@20260609_104635_238_accel_adxl375.csv@732991121;0.0;0.0;0.99
@20260609_104635_238_accel_adxl375.csv@733040875;0.0;0.0;1.128
@20260609_104635_238_accel_adxl375.csv@733084002;0.0;0.0;1.116
@20260609_104635_238_accel_adxl375.csv@733130949;0.0;0.0;1.028
@20260609_104635_238_accel_adxl375.csv@733180825;0.0;0.0;1.106
@20260609_104635_238_accel_adxl375.csv@733230984;0.0;0.0;0.991
@20260609_104635_238_accel_adxl375.csv@733280808;0.0;0.0;1.024
@20260609_104635_238_accel_adxl375.csv@733330986;0.0;0.0;1.045
@20260609_104635_238_accel_adxl375.csv@733380817;0.0;0.0;1.074
@20260609_104635_238_accel_adxl375.csv@733430980;0.0;0.0;1.099
@20260609_104635_238_accel_adxl375.csv@733480813;0.0;0.0;1.128
@20260609_104635_238_accel_adxl375.csv@733530966;0.0;0.0;0.949
@20260609_104635_238_accel_adxl375.csv@733580801;0.0;0.0;1.064
@20260609_104635_238_accel_adxl375.csv@733631144;0.0;0.0;1.007
@20260609_104635_238_accel_adxl375.csv@733680798;0.0;0.0;1.012
@20260609_104635_238_accel_adxl375.csv@733724093;0.0;0.0;0.961
@20260609_104635_238_accel_adxl375.csv@733778238;0.0;0.0;1.102
@20260609_104635_238_accel_adxl375.csv@733820872;0.0;0.0;0.996
@20260609_104635_238_accel_adxl375.csv@733870972;0.0;0.0;1.064
@20260609_104635_238_accel_adxl375.csv@733920820;0.0;0.0;1.027
@20260609_104635_238_accel_adxl375.csv@733970978;0.0;0.0;0.999
@20260609_104635_238_accel_adxl375.csv@734020810;0.0;0.0;1.139
@20260609_104635_238_accel_adxl375.csv@734071051;0.0;0.0;1.074
